Date,Close,Close_10d_ahead,RandomForest_Predicted_Close_10d_ahead,Actual_vs_Predicted_Diff %,Predicted_Higher,Actual_Higher,Prediction_Correct,ticker
2024-06-26,213.25,227.57000732421875,223.57499877929686,0.01786876245883637,True,True,True,AAPL
2024-06-27,214.10000610351562,230.5399932861328,221.59130035400392,0.04038377372140909,True,True,True,AAPL
2024-06-28,210.6199951171875,234.39999389648438,224.60189529418946,0.043624291724970114,True,True,True,AAPL
2024-07-03,221.5500030517578,224.17999267578125,212.2715042114258,0.05610026889193009,False,True,False,AAPL
2024-07-05,226.33999633789062,224.30999755859375,211.30220306396484,0.06156014611305887,False,False,True,AAPL
2024-07-08,227.82000732421875,223.9600067138672,216.12450256347657,0.03625458500749725,False,False,True,AAPL
2024-07-10,232.97999572753906,218.5399932861328,221.87990249633788,-0.015052779330747135,False,False,True,AAPL
2024-07-11,227.57000732421875,217.49000549316406,219.20840057373047,-0.007839093191998495,False,False,True,AAPL
2024-07-12,230.5399932861328,217.9600067138672,219.43809661865234,-0.006735794411094578,False,False,True,AAPL
2024-07-16,234.82000732421875,218.8000030517578,220.24090057373047,-0.006542370278268484,False,False,True,AAPL
2024-07-17,228.8800048828125,222.0800018310547,222.89440307617187,-0.0036537536783230423,False,False,True,AAPL
2024-07-18,224.17999267578125,218.36000061035156,225.75899841308595,-0.03277387769587796,True,False,False,AAPL
2024-07-19,224.30999755859375,219.86000061035156,226.03700057983397,-0.027327384249645252,True,False,False,AAPL
2024-07-22,223.9600067138672,209.27000427246094,226.59240478515625,-0.07644740135539652,True,False,False,AAPL
2024-07-23,225.00999450683594,207.22999572753906,225.07629928588867,-0.07929001682972175,True,False,False,AAPL
2024-07-24,218.5399932861328,209.82000732421875,225.69169555664064,-0.07032464439276923,True,False,False,AAPL
2024-07-25,217.49000549316406,213.30999755859375,224.67179550170897,-0.050570646474531765,True,False,False,AAPL
2024-07-26,217.9600067138672,216.24000549316406,221.9955029296875,-0.025926189317205955,True,False,False,AAPL
2024-07-29,218.24000549316406,217.52999877929688,227.61509841918945,-0.04430769184441034,True,False,False,AAPL
2024-07-30,218.8000030517578,221.27000427246094,228.62129531860353,-0.0321548831918651,True,True,True,AAPL
2024-07-31,222.0800018310547,221.72000122070312,222.40900314331054,-0.0030979048189135354,True,False,False,AAPL
2024-08-05,209.27000427246094,225.88999938964844,221.3287026977539,0.02060869935212804,True,True,True,AAPL
2024-08-06,207.22999572753906,226.50999450683594,230.99529693603515,-0.019417288960827773,True,True,True,AAPL
2024-08-07,209.82000732421875,226.39999389648438,226.06830368041992,0.001467212389638446,True,True,True,AAPL
2024-08-08,213.30999755859375,224.52999877929688,222.84060333251952,0.0075811832382111375,True,True,True,AAPL
2024-08-09,216.24000549316406,226.83999633789062,226.71230056762695,0.0005632502953918014,True,True,True,AAPL
2024-08-12,217.52999877929688,227.17999267578125,217.42460372924805,0.0448679164142862,False,True,False,AAPL
2024-08-13,221.27000427246094,228.02999877929688,216.9687991333008,0.05098060039130478,False,True,False,AAPL
2024-08-14,221.72000122070312,226.49000549316406,211.3337971496582,0.07171691678247198,False,True,False,AAPL
2024-08-16,226.0500030517578,229.0,220.03010025024415,0.04076669391848764,False,True,False,AAPL
2024-08-19,225.88999938964844,222.77000427246094,216.2845994567871,0.029985513679486885,False,False,True,AAPL
2024-08-20,226.50999450683594,220.85000610351562,222.97770462036132,-0.009542202977056772,False,False,True,AAPL
2024-08-22,224.52999877929688,220.82000732421875,220.35780044555665,0.002097529008401488,False,False,True,AAPL
2024-08-26,227.17999267578125,220.11000061035156,222.3228010559082,-0.009953097185925516,False,False,True,AAPL
2024-08-27,228.02999877929688,222.66000366210938,224.56999710083008,-0.008505114055209846,False,False,True,AAPL
2024-08-29,229.7899932861328,222.5,221.24810424804687,0.005658334367238674,False,False,True,AAPL
